nome,preco,loja,url,categoria
"Notebook Asus Vivobook Go 15 E1504fa Amd Ryzen 5 16gb Ram 512gb SSD WINDOWS 11 Home 15,6"" Lcd LED Fhd Nível Ips Nj1942w",4249.15,Kabum,https://www.kabum.com.br/produto/1036742/notebook-asus-vivobook-go-15-e1504fa-amd-ryzen-5-16gb-ram-512gb-ssd-windows-11-home-15-6-lcd-led-fhd-nivel-ips-nj1942w,notebook
"Notebook Asus Zenbook S14, Intel Core Ultra 7 258 V, 32gb, 1TB SSD, WINDOWS 11 Home, 14"" OLED, Zumaia Gray, Copilot+ PC",11049.15,Kabum,https://www.kabum.com.br/produto/1031365/notebook-asus-zenbook-s14-intel-core-ultra-7-258-v-32gb-1tb-ssd-windows-11-home-14-oled-zumaia-gray-copilot-pc,notebook
"Notebook Lenovo Ideapad Slim 3i 15.3"" Intel Core i5 13420h 8GB Ddr5 512gb SSD Win 11 Home",3955.08,Kabum,https://www.kabum.com.br/produto/934681/notebook-lenovo-ideapad-slim-3-15irh10-15-3-wuxga-i5-13420h-8gb-512gb-ssd-win-11-home,notebook
"Notebook Acer Aspire 16 A16-71M-55H0 Intel Core Ultra 5 com IA Integrada 115U 16GB RAM 512GB SSD 16"" Windows 11",5543.12,Kabum,https://www.kabum.com.br/produto/956982/notebook-acer-aspire-16-a16-71m-55h0-intel-core-ultra-5-com-ia-integrada-115u-16gb-ram-512gb-ssd-16-windows-11,notebook
"Notebook Gamer Acer Nitro V15, Intel Core i7-13620H 13ª Geração, 16GB RAM, SSD 512GB, RTX 4050, Tela 15.6"" Full HD 165Hz, Linux - ANV15-52-737P",8999.1,Kabum,https://www.kabum.com.br/produto/916712/notebook-gamer-acer-nitro-v15-anv15-52-737p-intel-core-i7-13620h-13-g-16gb-ram-512gb-ssd-rtx4050-fhd-15-6-,notebook
"Notebook Lenovo V15 G5 Irl Intel Core i5-13420h 16gb 512gb SSD WINDOWS 11 Pro 15.6"" - 83uw000nbo Preto",6569.1,Kabum,https://www.kabum.com.br/produto/1007891/notebook-lenovo-v15-g5-irl-intel-core-i5-13420h-16gb-512gb-ssd-windows-11-pro-15-6-83uw000nbo-preto,notebook
"Notebook Lenovo Ideapad Slim 3i Intel Core 3 100u 8GB 256gb SSD  WINDOWS 11 15.3"" - 83nu0000br Luna Grey",3419.1,Kabum,https://www.kabum.com.br/produto/999541/notebook-lenovo-ideapad-slim-3i-intel-core-3-100u-8gb-256gb-ssd-windows-11-15-3-83nu0000br-luna-grey,notebook
"Notebook Asus Tuf Gaming F16, Intel Core i5 14a Geração, 16GB RAM, RTX 5060, SSD 512GB, Tela 16"" LED Fhd+ Nível Ips, WINDOWS 11 Home, Jaeger Gray",8414.15,Kabum,https://www.kabum.com.br/produto/1033358/notebook-asus-tuf-gaming-f16-intel-core-i5-14a-geracao-16gb-ram-rtx-5060-ssd-512gb-tela-16-led-fhd-nivel-ips-windows-11-home-jaeger-gray,notebook
"Notebook Gamer Dell Alienware 15 Da15260 Da15-c5210h-u40 15,3"" Wuxga Intel Core5 16gb 512gbssd Nvidia RTX4050 Ubuntu",9185.55,Kabum,https://www.kabum.com.br/produto/1072054/notebook-gamer-dell-alienware-15-da15260-da15-c5210h-u40-15-3-wuxga-intel-core5-16gb-512gbssd-nvidia-rtx4050-ubuntu,notebook
"Notebook Acer Intel Core i7 13th 8GB SSD 512gb Ddr5 15,6” WINDOWS 11 Pro",5529.89,Kabum,https://www.kabum.com.br/produto/935625/notebook-acer-intel-core-i7-13th-8gb-ssd-512gb-ddr5-15-6-windows-11-pro,notebook
"Notebook Lenovo V15 G5 Intel Core i5-13420h 8GB 256gb SSD Nvme 15.6"" Full Hd WINDOWS 11 Pro",5887.78,Kabum,https://www.kabum.com.br/produto/1038498/notebook-lenovo-v15-g5-intel-core-i5-13420h-8gb-256gb-ssd-nvme-15-6-full-hd-windows-11-pro,notebook
"Notebook Gamer Acer Nitro V15 ANV15-52-57MC, Intel Core i5-13420H, 8GB RAM, SSD 512GB, 15.6"" FHD, RTX 4050, Linux, Preto - NH.U1TAL.004",7999.0,Kabum,https://www.kabum.com.br/produto/1066357/notebook-gamer-acer-nitro-v15-anv15-52-57mc-intel-core-i5-13420h-8gb-ram-ssd-512gb-15-6-fhd-rtx-4050-linux-preto-nh-u1tal-004,notebook
"Notebook Gamer Acer Nitro V15, Intel Core i7-13620H 13ª Geração, 8GB RAM, SSD 512GB, RTX 4050, Tela 15.6"" Full HD 165Hz, Linux - ANV15-52-778T",8099.1,Kabum,https://www.kabum.com.br/produto/1047959/notebook-gamer-acer-nitro-v15-anv15-52-778t-intel-core-i7-13620h-de-13-g-8gb-ram-512gb-ssd-rtx4050-15-6-linux,notebook
"Notebook Gamer Rog Strix G16 G615jmr Nvidia RTX5060 Intel Core i9 14900hx 16gb Ram 512gb SSD WINDOWS 11 Tela 16"" 240hz Fhd Gray - S5001w",11899.15,Kabum,https://www.kabum.com.br/produto/885809/notebook-gamer-rog-strix-g16-g615jmr-nvidia-rtx5060-intel-core-i9-14900hx-16gb-ram-512gb-ssd-windows-11-tela-16-240hz-fhd-gray-s5001w,notebook
